gender,ssc_p,ssc_b,hsc_p,hsc_b,degree_p,etest_p,salary,Majoredu,workexp,location,skill1,skill2,skill3,skill4,Jobprofile
F,63.4,Others,67.2,Others,60.0,58.06,,Art,7,kolkata,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
M,62.0,Central,60.33,Others,64.21,63.0,,Architecture,5,Chennai,Advance Math,Design skill,TeamWork,Drawing,Structural Engineer
M,85.8,Central,73.6,Central,73.3,96.8,425000.0,Computer,6,Mumbai,Programming Language,Hardware Knowledge,TeamWork,Problem solving,Programmer
M,84.86,Others,67.0,Others,78.0,95.5,240000.0,Computer,5,Hyderabad,Programming Language,Hardware Knowledge,TeamWork,Problem solving,Programmer
M,83.0,Others,74.0,Others,66.0,68.92,275000.0,Art,6,Chennai,Creative thinking,Composition skill,TeamWork,Knowledge of art,Commercial Artist
M,80.6,Others,82.0,Others,77.6,91.0,400000.0,Computer,1,Banglore,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,It consultant
M,82.0,Central,64.0,Central,66.0,67.0,252000.0,Art,3,Hyderabad,Creative thinking,Composition skill,TeamWork,Knowledge of art,Commercial Artist
M,80.92,Others,78.5,Others,67.0,68.71,275000.0,Computer,1,Pune,Programming Language,Hardware Knowledge,TeamWork,Problem solving,Programmer
M,80.6,Others,82.0,Others,77.6,91.0,400000.0,Architecture,6,Ahmedabad,Advance Math,Design skill,Leadership skills,Drawing,Architect
F,84.0,Others,75.0,Others,69.0,62.0,210000.0,Computer,7,Mumbai,Programming Language,Hardware Knowledge,TeamWork,Problem solving,Programmer
M,61.8,Others,47.0,Others,54.38,57.0,,Architecture,7,Chennai,Advance Math,Design skill,TeamWork,Drawing,Structural Engineer
M,62.0,Others,51.0,Others,52.0,68.44,,Computer,7,Noida,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,It consultant
M,55.6,Others,51.0,Others,57.5,57.63,,Computer,1,Gurgaon,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
F,63.0,Central,66.0,Central,64.0,68.0,,Buisness,6,Mumbai,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Accountant
M,62.0,Central,58.0,Others,53.0,89.0,,Art,1,Noida,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
M,60.0,Others,67.0,Others,70.0,50.48,236000.0,Computer,4,Nagpur,Programming Language,Hardware Knowledge,TeamWork,Problem solving,Programmer
F,67.0,Central,53.0,Central,65.0,64.0,,Buisness,6,Mumbai,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Management consultant
F,46.0,Others,49.2,Others,79.0,74.28,,Art,7,Ahmedabad,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
M,64.0,Others,80.0,Others,65.0,69.0,500000.0,Architecture,6,Banglore,Advance Math,Design skill,Leadership skills,Drawing,Architect
F,56.28,Others,62.83,Others,59.79,60.0,,Buisness,2,Pune,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Management consultant
M,62.0,Others,65.0,Others,66.0,50.0,265000.0,Computer,4,Hyderabad,Programming Language,Hardware Knowledge,TeamWork,Problem solving,Programmer
M,61.0,Others,70.0,Others,64.0,68.5,,Architecture,2,Gurgaon,Advance Math,Design skill,TeamWork,Drawing,Structural Engineer
M,82.0,Central,64.0,Central,66.0,67.0,252000.0,Computer,2,Gurgaon,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,It consultant
M,80.6,Others,82.0,Others,77.6,91.0,400000.0,Buisness,4,Hyderabad,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Financial Analysist
F,79.0,Central,76.0,Central,65.6,58.0,320000.0,Art,6,Noida,Creative thinking,Composition skill,TeamWork,Knowledge of art,Commercial Artist
M,69.6,Central,68.4,Central,78.3,60.0,250000.0,Architecture,6,Noida,Advance Math,Design skill,Leadership skills,Drawing,Architect
F,72.0,Central,56.0,Others,69.0,55.6,200000.0,Buisness,7,Pune,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Accountant
F,74.0,Others,66.0,Others,58.0,70.0,204000.0,Computer,5,kolkata,Programming Language,Hardware Knowledge,TeamWork,Problem solving,Programmer
F,76.0,Central,70.0,Central,76.0,66.0,300000.0,Computer,3,Pune,Programming Language,Hardware Knowledge,TeamWork,Problem solving,Programmer
M,55.6,Others,51.0,Others,57.5,57.63,,Computer,6,kolkata,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
M,61.0,Central,82.0,Central,69.0,84.0,300000.0,Buisness,7,Ahmedabad,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Accountant
F,55.0,Central,67.0,Central,64.0,60.0,,Architecture,2,Banglore,Advance Math,Design skill,Leadership skills,Drawing,Town planner
M,81.0,Others,68.0,Others,64.0,93.0,411000.0,Art,7,Noida,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
M,87.0,Central,74.0,Central,65.0,75.0,300000.0,Art,6,kolkata,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
F,54.0,Central,77.6,Others,69.2,95.65,,Computer,5,Chennai,Programming Language,Hardware Knowledge,TeamWork,Problem solving,Programmer
M,56.6,Central,64.8,Central,70.2,84.27,336000.0,Architecture,5,Mumbai,Advance Math,Design skill,Leadership skills,Drawing,Town planner
M,63.0,Others,62.0,Others,65.0,87.5,,Computer,1,Hyderabad,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
F,40.89,Others,45.83,Others,53.0,71.2,,Art,1,Delhi,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
F,73.0,Central,97.0,Others,79.0,89.0,650000.0,Buisness,5,Hyderabad,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Management consultant
M,67.0,Others,61.0,Central,72.0,72.0,264000.0,Buisness,2,kolkata,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Management consultant
M,83.33,Central,78.0,Others,61.0,88.56,300000.0,Architecture,4,Banglore,Advance Math,Design skill,Leadership skills,Drawing,Town planner
M,55.68,Others,61.33,Others,56.87,66.0,260000.0,Art,6,Chennai,Creative thinking,Composition skill,TeamWork,Knowledge of art,Commercial Artist
F,73.0,Central,97.0,Others,79.0,89.0,650000.0,Buisness,2,kolkata,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Accountant
M,70.0,Central,63.0,Others,70.0,55.0,300000.0,Buisness,6,kolkata,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Financial Analysist
M,54.4,Central,61.12,Central,56.2,67.0,,Architecture,5,Ahmedabad,Advance Math,Design skill,Leadership skills,Drawing,Town planner
M,63.0,Central,60.0,Central,57.0,78.0,204000.0,Computer,7,Noida,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
F,45.0,Others,57.0,Others,58.0,56.39,,Computer,7,Nagpur,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,It consultant
F,76.0,Central,64.0,Central,72.0,58.0,,Buisness,2,Hyderabad,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Accountant
M,63.0,Central,60.0,Central,57.0,78.0,204000.0,Art,5,Pune,Creative thinking,Composition skill,TeamWork,Knowledge of art,Commercial Artist
M,55.6,Others,51.0,Others,57.5,57.63,,Art,2,Delhi,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
F,75.2,Central,73.2,Central,68.4,65.0,200000.0,Art,5,Noida,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
M,53.0,Central,63.0,Others,60.0,70.0,250000.0,Buisness,4,Banglore,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Accountant
M,61.0,Others,62.0,Others,65.0,62.0,250000.0,Buisness,2,Pune,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Financial Analysist
F,74.9,Others,57.0,Others,62.0,80.0,360000.0,Buisness,1,Banglore,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Financial Analysist
M,58.0,Others,60.0,Others,72.0,74.0,275000.0,Buisness,2,Ahmedabad,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Financial Analysist
M,58.0,Central,70.0,Central,61.0,54.0,,Computer,2,Hyderabad,Programming Language,Hardware Knowledge,TeamWork,Problem solving,Programmer
M,63.0,Central,67.0,Central,74.0,82.0,,Buisness,3,Ahmedabad,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Financial Analysist
M,65.0,Central,68.0,Others,69.0,53.7,250000.0,Buisness,3,Hyderabad,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Financial Analysist
F,75.2,Central,73.2,Central,68.4,65.0,200000.0,Architecture,2,Nagpur,Advance Math,Design skill,Leadership skills,Drawing,Town planner
F,82.0,Others,64.0,Others,73.0,96.0,250000.0,Computer,5,Chennai,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,It consultant
M,83.33,Central,78.0,Others,61.0,88.56,300000.0,Art,7,Ahmedabad,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
M,72.0,Others,63.0,Others,77.5,78.0,250000.0,Computer,1,Mumbai,Programming Language,Hardware Knowledge,TeamWork,Problem solving,Programmer
F,74.9,Others,57.0,Others,62.0,80.0,360000.0,Buisness,1,Banglore,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Management consultant
M,85.8,Central,73.6,Central,73.3,96.8,425000.0,Architecture,1,kolkata,Advance Math,Design skill,Leadership skills,Drawing,Architect
F,59.0,Central,60.0,Others,56.0,55.0,220000.0,Computer,1,Pune,Programming Language,Hardware Knowledge,TeamWork,Problem solving,Programmer
F,74.0,Others,63.16,Others,65.0,65.0,,Computer,5,Delhi,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
M,87.0,Others,87.0,Others,68.0,95.0,300000.0,Buisness,4,Delhi,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Accountant
M,59.6,Central,51.0,Central,60.0,75.0,,Buisness,2,Gurgaon,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Accountant
F,46.0,Others,49.2,Others,79.0,74.28,,Architecture,4,Mumbai,Advance Math,Design skill,TeamWork,Drawing,Structural Engineer
M,74.2,Central,87.6,Others,77.25,75.2,285000.0,Computer,4,Pune,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
M,54.4,Central,61.12,Central,56.2,67.0,,Architecture,5,Ahmedabad,Advance Math,Design skill,TeamWork,Drawing,Structural Engineer
F,47.0,Central,55.0,Others,65.0,62.0,,Computer,2,Noida,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
M,73.24,Others,50.83,Others,64.27,64.0,500000.0,Computer,1,Chennai,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
M,80.6,Others,82.0,Others,77.6,91.0,400000.0,Buisness,5,Mumbai,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Accountant
M,55.6,Others,51.0,Others,57.5,57.63,,Art,1,Delhi,Creative thinking,Composition skill,TeamWork,Knowledge of art,Commercial Artist
F,73.0,Others,63.0,Others,66.0,89.0,216000.0,Architecture,7,Delhi,Advance Math,Design skill,TeamWork,Drawing,Structural Engineer
M,52.0,Others,65.0,Others,57.0,75.0,,Computer,2,Gurgaon,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,It consultant
M,52.0,Central,63.0,Others,65.0,86.0,,Architecture,2,Mumbai,Advance Math,Design skill,Leadership skills,Drawing,Architect
M,72.0,Others,63.0,Others,77.5,78.0,250000.0,Computer,7,Pune,Programming Language,Hardware Knowledge,TeamWork,Problem solving,Programmer
M,54.4,Central,61.12,Central,56.2,67.0,,Architecture,5,Nagpur,Advance Math,Design skill,TeamWork,Drawing,Structural Engineer
M,67.0,Others,61.0,Central,72.0,72.0,264000.0,Computer,7,Banglore,Programming Language,Hardware Knowledge,TeamWork,Problem solving,Programmer
M,73.0,Central,79.0,Central,72.0,91.34,231000.0,Buisness,5,Ahmedabad,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Financial Analysist
F,48.0,Central,51.0,Central,58.0,60.0,,Computer,5,Banglore,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
M,66.0,Central,64.0,Central,60.0,60.0,,Computer,2,Pune,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,It consultant
F,73.0,Central,97.0,Others,79.0,89.0,650000.0,Architecture,1,Hyderabad,Advance Math,Design skill,Leadership skills,Drawing,Town planner
F,67.16,Central,72.5,Central,63.35,53.04,250000.0,Architecture,4,Pune,Advance Math,Design skill,Leadership skills,Drawing,Architect
M,51.0,Central,44.0,Central,57.0,64.0,,Computer,1,Mumbai,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,It consultant
F,67.16,Central,72.5,Central,63.35,53.04,250000.0,Buisness,6,Nagpur,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Accountant
M,83.33,Central,78.0,Others,61.0,88.56,300000.0,Buisness,5,Gurgaon,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Financial Analysist
M,59.0,Central,64.0,Others,58.0,85.0,,Buisness,5,kolkata,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Management consultant
M,73.0,Others,58.0,Others,56.0,84.0,300000.0,Art,3,Mumbai,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
M,58.0,Central,70.0,Central,61.0,54.0,,Computer,6,Delhi,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
M,76.5,Others,97.7,Others,78.86,97.4,360000.0,Buisness,6,Ahmedabad,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Financial Analysist
F,60.23,Central,69.0,Central,66.0,72.0,230000.0,Buisness,5,Delhi,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Management consultant
M,63.0,Central,60.0,Central,57.0,78.0,204000.0,Architecture,2,Nagpur,Advance Math,Design skill,Leadership skills,Drawing,Architect
M,67.9,Others,62.0,Others,67.0,58.1,,Art,1,Mumbai,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
F,55.0,Central,67.0,Central,64.0,60.0,,Architecture,5,Nagpur,Advance Math,Design skill,Leadership skills,Drawing,Architect
F,48.0,Central,51.0,Central,58.0,60.0,,Computer,5,Banglore,Programming Language,Hardware Knowledge,TeamWork,Problem solving,Programmer
F,69.0,Central,78.0,Central,72.0,71.0,300000.0,Art,3,Chennai,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
F,64.0,Central,73.5,Central,73.0,52.0,250000.0,Art,7,Chennai,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
F,74.0,Others,73.0,Others,73.0,80.0,210000.0,Buisness,3,Gurgaon,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Management consultant
M,65.0,Central,68.0,Others,69.0,53.7,250000.0,Buisness,7,Noida,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Accountant
F,73.0,Central,97.0,Others,79.0,89.0,650000.0,Art,1,Ahmedabad,Creative thinking,Composition skill,TeamWork,Knowledge of art,Commercial Artist
M,62.0,Others,51.0,Others,52.0,68.44,,Computer,7,Noida,Programming Language,Hardware Knowledge,TeamWork,Problem solving,Programmer
F,74.0,Others,66.0,Others,58.0,70.0,204000.0,Computer,3,Noida,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,It consultant
M,67.0,Others,67.0,Others,73.0,59.0,295000.0,Buisness,6,Ahmedabad,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Accountant
F,75.2,Central,73.2,Central,68.4,65.0,200000.0,Computer,4,Nagpur,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
F,52.0,Others,52.0,Others,55.0,67.0,,Computer,3,Noida,Programming Language,Hardware Knowledge,TeamWork,Problem solving,Programmer
F,69.7,Central,47.0,Central,72.7,79.0,,Buisness,3,Pune,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Financial Analysist
M,54.0,Central,82.0,Others,63.0,50.0,,Art,2,Mumbai,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
M,84.0,Others,79.0,Others,68.0,84.0,300000.0,Architecture,6,kolkata,Advance Math,Design skill,Leadership skills,Drawing,Architect
M,84.0,Others,90.9,Others,64.5,86.04,270000.0,Buisness,6,Mumbai,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Financial Analysist
F,64.0,Central,67.0,Others,69.6,55.67,250000.0,Buisness,3,Noida,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Accountant
M,63.0,Others,62.0,Others,65.0,87.5,,Architecture,7,Ahmedabad,Advance Math,Design skill,Leadership skills,Drawing,Town planner
F,69.0,Central,78.0,Central,72.0,71.0,300000.0,Computer,5,kolkata,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
M,67.0,Others,61.0,Central,72.0,72.0,264000.0,Architecture,6,Delhi,Advance Math,Design skill,Leadership skills,Drawing,Town planner
F,69.5,Central,70.0,Central,72.0,57.2,250000.0,Buisness,2,Pune,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Financial Analysist
M,58.0,Others,60.0,Others,72.0,74.0,275000.0,Architecture,1,Noida,Advance Math,Design skill,Leadership skills,Drawing,Town planner
M,59.96,Others,42.16,Others,61.26,54.48,,Buisness,4,Pune,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Management consultant
M,61.0,Others,62.0,Others,65.0,62.0,250000.0,Buisness,2,Noida,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Management consultant
M,60.4,Central,66.6,Others,65.0,71.0,220000.0,Computer,1,Chennai,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
F,78.0,Central,77.0,Others,80.0,60.0,287000.0,Architecture,4,Gurgaon,Advance Math,Design skill,Leadership skills,Drawing,Architect
M,60.8,Central,68.4,Central,64.6,82.66,940000.0,Computer,3,Banglore,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,It consultant
M,41.0,Central,42.0,Central,60.0,97.0,,Art,6,Ahmedabad,Creative thinking,Composition skill,TeamWork,Knowledge of art,Commercial Artist
F,48.0,Central,51.0,Central,58.0,60.0,,Buisness,5,Gurgaon,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Management consultant
M,63.0,Central,60.0,Central,57.0,78.0,204000.0,Architecture,2,Hyderabad,Advance Math,Design skill,TeamWork,Drawing,Structural Engineer
M,51.0,Others,54.0,Others,61.0,60.0,,Buisness,6,Hyderabad,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Accountant
M,73.0,Others,58.0,Others,56.0,84.0,300000.0,Architecture,1,Gurgaon,Advance Math,Design skill,Leadership skills,Drawing,Town planner
M,78.5,Central,65.5,Central,67.0,95.0,280000.0,Buisness,3,Hyderabad,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Management consultant
F,55.0,Central,67.0,Central,64.0,60.0,,Architecture,5,Nagpur,Advance Math,Design skill,TeamWork,Drawing,Structural Engineer
M,68.2,Central,72.8,Central,66.6,96.0,300000.0,Architecture,4,Nagpur,Advance Math,Design skill,Leadership skills,Drawing,Architect
M,76.7,Central,89.7,Others,66.0,90.0,250000.0,Architecture,1,Hyderabad,Advance Math,Design skill,Leadership skills,Drawing,Architect
F,63.4,Others,67.2,Others,60.0,58.06,,Buisness,2,Pune,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Accountant
M,51.0,Others,54.0,Others,61.0,60.0,,Art,7,Mumbai,Creative thinking,Composition skill,TeamWork,Knowledge of art,Commercial Artist
